id,name,nameES,categoriaId,medidaId
2707533,Almond butter,Mantequilla de almendra,12,1
2706797,Almond chicken,Pollo con almendras,12,1
2710181,Almond oil,Aceite de almendra,12,1
171030,"Oil, walnut","Aceite, nueces",12,1
2710193,Walnut oil,Aceite de nuez,12,1
170187,"Nuts, walnuts, english","Frutos secos, nueces, inglés",12,1
1750348,"Oil, peanut",Aceite de cacahuete,12,1
2707537,Peanut butter,Mantequilla de cacahuete,12,1
2710187,Peanut oil,Aceite de cacahuete,12,1
2707527,"Pistachio nuts, NFS","Pistachos, NFS",12,1
2707528,"Pistachio nuts, salted",Pistachos salados,12,1
2707530,"Pistachio nuts, unsalted",Pistachos sin sal,12,1
2707536,Cashew butter,Mantequilla de anacardo,12,1
2707493,"Cashews, NFS","Anacardos, NFS",12,1
2707495,"Cashews, salted",Anacardos salados,12,1
170178,"Nuts, macadamia nuts, raw","Frutos secos, nueces de macadamia, crudos",12,1
2707503,Macadamia nuts,Nueces de macadamia,12,1
2515378,"Nuts, macadamia nuts, raw","Frutos secos, nueces de macadamia, crudos",12,1
2707584,"Sunflower seeds, flavored",Pepitas de girasol aromatizadas,12,1
2707585,"Sunflower seeds, NFS","Pepitas de girasol, NFS",12,1
170562,"Seeds, sunflower seed kernels, dried","Semillas, pipas de girasol, secas",12,1
2707580,"Pumpkin seeds, salted",Pepitas de calabaza saladas,12,1
2707579,"Pumpkin seeds, NFS","Pepitas de calabaza, NFS",12,1
2707581,"Pumpkin seeds, unsalted","Pepitas de calabaza, sin sal",12,1
2707590,Chia seeds,Semillas de chía,12,1
2710819,"Chia seeds, dry, raw","Semillas de chía, secas, crudas",12,1
170554,"Seeds, chia seeds, dried","Semillas, semillas de chía, secas",12,1
2710185,Flaxseed oil,Aceite de linaza,12,1
2262075,"Flaxseed, ground","Semillas de lino, molidas",12,1
169414,"Seeds, flaxseed","Semillas, semillas de lino",12,1
2710211,Sesame dressing,Aderezo de sésamo,12,1
2706444,Sesame chicken,Pollo al sésamo,12,1
2710190,Sesame oil,Aceite de sésamo,12,1