id,name,nameES,categoriaId,medidaId
2710186,Olive oil,Aceite de oliva,7,1
167737,"Oil, corn, peanut, and olive","Aceite, maíz, cacahuete y aceituna",7,1
1750351,"Oil, olive, extra light",Aceite de oliva extra ligero,7,1
2710180,"Vegetable oil, NFS","Aceite vegetal, NFS",7,1
172370,"Oil, vegetable, soybean, refined","Aceite vegetal, de soja, refinado",7,1
171422,"Vegetable oil, palm kernel","Aceite vegetal, de palmiste",7,1
2710182,Coconut oil,Aceite de coco,7,1
171412,"Oil, coconut","Aceite, coco",7,1
330458,"Oil, coconut","Aceite, coco",7,1
2710192,Sunflower oil,Aceite de girasol,7,1
1750349,"Oil, sunflower",Aceite de girasol,7,1
172357,"Oil, industrial, mid-oleic, sunflower","Aceite, industrial, medio oleico, girasol",7,1
2710188,Canola oil,Aceite de colza,7,1
748278,"Oil, canola",Aceite de colza,7,1
172336,"Oil, canola",Aceite de colza,7,1
171314,"Butter, Clarified butter (ghee)","Mantequilla, mantequilla clarificada (ghee)",7,1
2710302,Fruit butter,Mantequilla de fruta,7,1
2710156,"Butter, tub","Mantequilla, en tarrina",7,1
2710158,"Margarine, NFS","Margarina, NFS",7,1
2710159,"Margarine, stick","Margarina, en barra",7,1
2710160,"Margarine, tub","Margarina, en tarrina",7,1
2710166,Lard,Manteca de cerdo,7,1
171401,Lard,Manteca de cerdo,7,1
167655,"Frybread, made with lard (Apache)","Pan frito, elaborado con manteca de cerdo (Apache)",7,1
2710208,Avocado dressing,Aderezo de aguacate,7,1
2709223,"Avocado, raw","Aguacate, crudo",7,1
173573,"Oil, avocado","Aceite, aguacate",7,1